num_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets,commercial_assets,luxury_assets,bank_assets,default_label,drift_type,date,month
4,Graduate,No,600000,1400000,4,507,200000,300000,1700000,400000,1,none,2024-04-14,4
3,Not Graduate,No,4200000,14500000,20,840,4500000,5900000,8900000,4600000,0,none,2024-04-20,4
1,Not Graduate,No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,0,none,2024-04-19,4
0,Graduate,Yes,7500000,16800000,16,492,21500000,4800000,25400000,11100000,1,none,2024-04-13,4
1,Graduate,Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000,0,none,2024-04-10,4
4,Graduate,Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000,1,none,2024-04-21,4
2,Graduate,No,3700000,13400000,16,393,6400000,600000,14200000,3500000,1,none,2024-04-05,4
2,Not Graduate,No,7000000,24200000,6,892,20600000,500000,21400000,9200000,0,none,2024-04-27,4
1,Graduate,Yes,7600000,23900000,12,692,500000,12200000,27000000,5000000,0,none,2024-04-23,4
3,Graduate,Yes,1400000,5400000,20,304,1700000,1300000,2900000,800000,1,none,2024-04-20,4
3,Not Graduate,Yes,3000000,11400000,10,424,1800000,4200000,10900000,1500000,1,none,2024-04-20,4
0,Graduate,No,5100000,19900000,18,655,4400000,0,17100000,7100000,0,none,2024-04-25,4
1,Graduate,No,6900000,22500000,18,403,800000,8400000,16900000,6300000,1,none,2024-04-06,4
4,Graduate,Yes,400000,1400000,2,496,400000,200000,1100000,400000,0,none,2024-04-04,4
0,Graduate,Yes,6100000,19900000,20,761,4500000,3700000,12700000,7100000,0,none,2024-04-02,4
0,Graduate,No,8300000,21400000,2,662,6100000,12300000,24500000,10200000,0,none,2024-04-22,4
1,Not Graduate,No,8600000,31500000,16,678,19700000,13400000,22200000,5300000,0,none,2024-04-16,4
3,Not Graduate,No,4500000,11700000,18,775,8700000,2800000,12700000,4500000,0,none,2024-04-18,4
5,Graduate,No,600000,1300000,14,408,1000000,300000,1600000,900000,1,none,2024-04-05,4
3,Graduate,No,8900000,25400000,8,588,19400000,12100000,18800000,4500000,0,none,2024-04-22,4
0,Not Graduate,Yes,5700000,19400000,8,544,4300000,6400000,19900000,5800000,1,none,2024-04-04,4
1,Graduate,Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000,0,none,2024-04-13,4
4,Not Graduate,Yes,8400000,19700000,14,889,22400000,5800000,22000000,12100000,0,none,2024-04-19,4
0,Graduate,Yes,8500000,33700000,10,483,18800000,8900000,29000000,12200000,1,none,2024-04-23,4
4,Graduate,No,4600000,16600000,16,805,4800000,8000000,11500000,2800000,0,none,2024-04-02,4
5,Graduate,No,1800000,6800000,18,457,2200000,1100000,3800000,1400000,1,none,2024-04-13,4
2,Not Graduate,No,6900000,23900000,12,814,13000000,1900000,26600000,6000000,0,none,2024-04-11,4
4,Not Graduate,No,600000,1700000,12,436,400000,0,1700000,700000,1,none,2024-04-22,4
4,Graduate,Yes,5300000,10700000,12,547,1000000,10200000,11600000,5700000,1,none,2024-04-04,4
5,Graduate,Yes,4500000,11600000,20,306,4800000,1900000,11900000,5700000,1,none,2024-04-22,4
5,Graduate,Yes,8000000,29800000,18,867,17700000,14100000,22800000,9200000,0,none,2024-04-20,4
0,Graduate,No,6600000,13700000,20,747,3600000,2400000,23900000,6000000,0,none,2024-04-20,4
5,Graduate,Yes,1700000,5800000,4,583,2000000,1800000,6000000,2300000,0,none,2024-04-15,4
4,Not Graduate,No,900000,1900000,20,417,1000000,800000,2800000,900000,1,none,2024-04-04,4
2,Not Graduate,Yes,5800000,22800000,14,696,12100000,200000,20800000,4800000,0,none,2024-04-09,4
4,Not Graduate,No,4800000,10100000,12,634,9200000,300000,15000000,6900000,0,none,2024-04-07,4
4,Not Graduate,No,4400000,9800000,18,732,2400000,2400000,15100000,4400000,0,none,2024-04-19,4
1,Not Graduate,No,7600000,24600000,12,810,1300000,10500000,30300000,5200000,0,none,2024-04-19,4
4,Graduate,No,4700000,17000000,4,364,2900000,4600000,18800000,6200000,0,none,2024-04-06,4
5,Not Graduate,No,4200000,13400000,16,545,9800000,8200000,12500000,3500000,1,none,2024-04-06,4
4,Not Graduate,Yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000,0,none,2024-04-20,4
5,Graduate,Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,0,none,2024-04-15,4
0,Graduate,No,9100000,22200000,6,419,7400000,600000,18200000,9800000,1,none,2024-04-15,4
0,Not Graduate,Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,0,none,2024-04-25,4
0,Graduate,No,7900000,22700000,18,508,6600000,7000000,31600000,8900000,1,none,2024-04-20,4
1,Graduate,Yes,9000000,22800000,10,412,0,15600000,32000000,4700000,1,none,2024-04-09,4
1,Graduate,Yes,5200000,14300000,18,650,5400000,2300000,17600000,3600000,0,none,2024-04-04,4
1,Graduate,No,9700000,33900000,10,833,24600000,16200000,28300000,6600000,0,none,2024-04-18,4
3,Graduate,Yes,1700000,5800000,10,524,4100000,2900000,6600000,800000,1,none,2024-04-18,4
2,Graduate,No,8800000,26700000,16,696,12900000,15300000,20300000,10900000,0,none,2024-04-05,4
2,Not Graduate,Yes,8300000,20600000,12,729,22400000,9000000,31400000,8400000,0,none,2024-04-20,4
0,Graduate,No,4600000,18100000,14,442,2800000,200000,15600000,3300000,1,none,2024-04-23,4
5,Not Graduate,No,7900000,27800000,16,857,23300000,12500000,17200000,10600000,0,none,2024-04-11,4
0,Not Graduate,Yes,8800000,25000000,4,400,11300000,4000000,23600000,9400000,1,none,2024-04-05,4
1,Graduate,No,3900000,8000000,6,448,100000,1900000,9800000,4000000,1,none,2024-04-22,4
5,Graduate,Yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000,0,none,2024-04-26,4
4,Not Graduate,No,2200000,7000000,20,756,3600000,3900000,5700000,1200000,0,none,2024-04-04,4
5,Graduate,No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,1,none,2024-04-12,4
1,Graduate,Yes,9600000,29900000,18,478,18500000,15200000,38200000,9400000,1,none,2024-04-02,4
1,Graduate,Yes,8300000,32100000,16,814,18500000,2700000,28900000,7500000,0,none,2024-04-13,4
4,Not Graduate,Yes,4000000,11000000,8,791,500000,4700000,10300000,3000000,0,none,2024-04-10,4
5,Not Graduate,Yes,3400000,9400000,16,535,3100000,5600000,12900000,3200000,1,none,2024-04-09,4
3,Graduate,No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,0,none,2024-04-10,4
2,Not Graduate,Yes,3600000,12800000,18,814,8600000,4100000,10300000,4100000,0,none,2024-04-07,4
3,Not Graduate,No,9000000,19000000,8,693,18300000,4500000,29600000,7200000,0,none,2024-04-04,4
3,Graduate,No,3800000,12100000,20,364,4100000,5100000,11600000,3000000,1,none,2024-04-19,4
3,Not Graduate,Yes,4700000,12800000,16,740,2200000,8600000,11700000,6100000,0,none,2024-04-10,4
1,Not Graduate,Yes,4600000,13600000,18,487,11200000,8500000,15500000,5400000,1,none,2024-04-03,4
5,Graduate,No,4400000,15800000,4,701,4100000,6300000,17100000,4100000,0,none,2024-04-25,4
0,Not Graduate,Yes,4500000,12400000,18,719,10300000,200000,9200000,3100000,0,none,2024-04-21,4
4,Not Graduate,Yes,800000,2800000,16,645,900000,1400000,2300000,600000,0,none,2024-04-19,4
0,Graduate,Yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,0,none,2024-04-21,4
2,Graduate,No,4600000,13500000,16,587,7700000,5900000,10600000,5000000,0,none,2024-04-02,4
2,Graduate,Yes,9100000,34800000,20,836,21300000,10900000,30600000,9900000,0,none,2024-04-27,4
2,Graduate,No,4100000,15600000,12,838,5500000,4800000,15100000,2700000,0,none,2024-04-20,4
3,Graduate,Yes,3500000,13000000,6,391,6100000,3500000,13300000,4300000,1,none,2024-04-10,4
2,Graduate,Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000,0,none,2024-04-02,4
0,Graduate,No,3200000,6300000,6,878,6700000,5200000,8100000,3600000,0,none,2024-04-02,4
1,Graduate,No,2100000,6300000,16,882,3900000,2200000,7700000,2900000,0,none,2024-04-28,4
5,Not Graduate,Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000,0,none,2024-04-24,4
0,Not Graduate,Yes,8000000,21100000,6,306,16100000,11800000,28200000,8700000,1,none,2024-04-17,4
3,Not Graduate,Yes,5900000,19200000,10,442,9500000,500000,18300000,4700000,1,none,2024-04-16,4
1,Not Graduate,Yes,9000000,25400000,16,655,22000000,8800000,29100000,7200000,0,none,2024-04-16,4
1,Graduate,No,8400000,25000000,12,694,5300000,14900000,23000000,7700000,0,none,2024-04-14,4
0,Not Graduate,No,6000000,13100000,6,385,16600000,7600000,22000000,7400000,1,none,2024-04-07,4
2,Not Graduate,Yes,3000000,7400000,10,712,5100000,1000000,11600000,3800000,0,none,2024-04-21,4
1,Not Graduate,No,1200000,4600000,20,323,2000000,1700000,2600000,1400000,1,none,2024-04-11,4
1,Not Graduate,Yes,500000,1400000,10,883,900000,0,1700000,300000,0,none,2024-04-24,4
1,Not Graduate,No,500000,1400000,6,464,1100000,0,1900000,500000,1,none,2024-04-01,4
1,Graduate,Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000,0,none,2024-04-11,4
1,Not Graduate,Yes,7000000,20300000,14,837,7700000,2200000,19700000,5500000,0,none,2024-04-23,4
2,Graduate,Yes,5400000,14300000,14,477,10200000,700000,11100000,5500000,1,none,2024-04-21,4
5,Graduate,Yes,5700000,20500000,16,429,2800000,1900000,22400000,3900000,1,none,2024-04-04,4
1,Not Graduate,No,2400000,7600000,12,372,5700000,4400000,6600000,1400000,1,none,2024-04-07,4
5,Graduate,Yes,700000,1300000,20,704,1600000,0,2200000,600000,0,none,2024-04-26,4
2,Graduate,No,4200000,10200000,14,407,5900000,4500000,12000000,2500000,1,none,2024-04-15,4
0,Not Graduate,No,4700000,11500000,18,559,7500000,0,18700000,2600000,0,none,2024-04-18,4
5,Not Graduate,No,4800000,15500000,10,812,9500000,1500000,17800000,3500000,0,none,2024-04-12,4
4,Not Graduate,No,3300000,9700000,14,782,2500000,0,10400000,2200000,0,none,2024-04-17,4
1,Not Graduate,Yes,7600000,27800000,6,447,1300000,700000,20100000,10900000,1,none,2024-04-01,4
1,Graduate,Yes,500000,1800000,8,877,100000,200000,1100000,600000,0,none,2024-04-11,4
2,Not Graduate,No,4800000,15800000,20,860,1700000,3300000,13400000,5100000,0,none,2024-04-28,4
1,Not Graduate,Yes,3600000,10300000,12,536,6800000,500000,12200000,2700000,1,none,2024-04-01,4
3,Graduate,Yes,1300000,4300000,18,412,600000,900000,5200000,1200000,1,none,2024-04-15,4
1,Not Graduate,Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000,1,none,2024-04-28,4
2,Graduate,No,6600000,13100000,20,885,10900000,4300000,20600000,6200000,0,none,2024-04-21,4
0,Graduate,Yes,6100000,14600000,18,645,14500000,200000,23000000,4600000,0,none,2024-04-10,4
4,Graduate,No,5900000,16800000,8,481,6900000,11400000,19500000,3300000,1,none,2024-04-07,4
1,Not Graduate,No,1900000,4900000,20,647,4100000,2100000,6800000,1700000,0,none,2024-04-02,4
4,Graduate,No,400000,1500000,4,846,300000,0,1600000,600000,0,none,2024-04-10,4
3,Graduate,No,8700000,31100000,16,760,400000,1800000,19300000,4800000,1,none,2024-04-24,4
5,Not Graduate,No,9000000,29300000,4,531,10400000,9500000,35500000,5800000,0,none,2024-04-04,4
3,Not Graduate,No,5700000,19400000,2,335,7400000,10600000,20600000,7100000,0,none,2024-04-12,4
0,Not Graduate,Yes,5500000,15300000,4,859,4600000,9500000,21400000,2900000,0,none,2024-04-19,4
3,Not Graduate,No,5100000,11000000,16,826,11800000,2900000,12900000,2700000,0,none,2024-04-26,4
4,Not Graduate,No,5700000,19600000,8,691,8800000,2200000,12100000,3000000,0,none,2024-04-11,4
5,Not Graduate,No,9200000,23900000,10,335,5800000,15300000,35400000,10700000,1,none,2024-04-08,4
4,Not Graduate,No,6800000,17000000,2,749,18000000,3800000,27100000,9400000,0,none,2024-04-18,4
5,Not Graduate,Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000,1,none,2024-04-11,4
4,Graduate,Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000,0,none,2024-04-11,4
5,Graduate,Yes,8100000,22500000,2,808,4800000,6100000,16900000,6000000,0,none,2024-04-13,4
3,Not Graduate,Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000,0,none,2024-04-03,4
2,Graduate,Yes,9100000,31500000,14,679,10800000,16600000,20900000,5000000,0,none,2024-04-12,4
4,Graduate,No,9000000,34700000,4,771,4800000,9500000,34100000,7700000,0,none,2024-04-03,4
3,Not Graduate,No,5800000,12800000,20,335,4400000,3000000,15300000,8000000,1,none,2024-04-10,4
4,Graduate,Yes,7900000,25900000,14,373,10900000,14300000,27700000,7600000,1,none,2024-04-27,4
5,Not Graduate,No,5600000,13600000,4,449,5900000,5700000,18800000,4300000,1,none,2024-04-17,4
5,Not Graduate,No,3000000,11800000,6,847,8200000,2200000,7100000,2300000,0,none,2024-04-22,4
3,Graduate,Yes,1100000,4100000,20,863,800000,1100000,3700000,600000,0,none,2024-04-02,4
2,Graduate,Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000,1,none,2024-04-17,4
0,Graduate,No,7100000,15400000,18,707,10300000,10800000,19600000,5800000,0,none,2024-04-16,4
0,Not Graduate,Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000,0,none,2024-04-02,4
0,Graduate,No,7400000,20900000,6,635,15600000,14000000,21000000,7200000,0,none,2024-04-28,4
3,Graduate,Yes,700000,2200000,8,617,1600000,400000,2400000,900000,0,none,2024-04-22,4
0,Graduate,No,3600000,12300000,2,300,5200000,3000000,14300000,5400000,0,none,2024-04-20,4
2,Graduate,Yes,8600000,32500000,4,758,20900000,600000,18000000,6900000,0,none,2024-04-06,4
3,Graduate,No,6200000,14900000,14,567,1200000,9100000,20800000,8800000,0,none,2024-04-28,4
5,Not Graduate,Yes,3100000,10900000,12,884,6100000,3700000,12300000,4100000,0,none,2024-04-25,4
2,Not Graduate,No,7500000,15400000,8,332,8300000,3100000,23700000,5400000,1,none,2024-04-10,4
0,Not Graduate,No,3100000,10100000,14,376,6400000,2600000,11600000,4300000,1,none,2024-04-28,4
0,Not Graduate,No,3000000,6500000,2,691,7800000,4500000,8900000,2500000,0,none,2024-04-10,4
5,Not Graduate,No,4700000,17400000,2,523,10600000,7000000,10900000,5200000,0,none,2024-04-08,4
5,Not Graduate,No,4600000,16200000,12,891,5900000,1200000,10800000,3700000,0,none,2024-04-01,4
3,Not Graduate,No,3900000,10500000,20,821,1600000,6300000,11000000,3900000,0,none,2024-04-13,4
3,Graduate,No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,1,none,2024-04-24,4
3,Not Graduate,No,5800000,20600000,20,434,8400000,2700000,22600000,7000000,1,none,2024-04-09,4
0,Graduate,No,7900000,28600000,18,541,400000,3900000,22300000,6700000,1,none,2024-04-22,4
1,Not Graduate,No,8400000,29900000,16,476,16100000,2400000,32700000,7500000,1,none,2024-04-10,4
4,Graduate,No,400000,800000,16,685,500000,300000,1300000,600000,0,none,2024-04-15,4
2,Not Graduate,Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,0,none,2024-04-05,4
2,Graduate,No,3100000,7300000,14,504,3200000,0,7200000,1500000,1,none,2024-04-22,4
4,Graduate,Yes,5900000,11800000,8,479,11000000,1200000,15700000,3900000,1,none,2024-04-16,4
4,Graduate,No,7000000,24500000,18,318,4300000,1700000,16300000,3600000,1,none,2024-04-13,4
4,Graduate,Yes,1100000,3600000,14,711,2500000,500000,3600000,600000,0,none,2024-04-22,4
4,Not Graduate,No,5400000,12600000,18,786,300000,2500000,21000000,6600000,0,none,2024-04-25,4
3,Not Graduate,Yes,4200000,9700000,16,841,7800000,300000,16700000,5100000,0,none,2024-04-20,4
0,Graduate,Yes,5500000,16700000,18,829,5500000,1300000,12800000,5900000,0,none,2024-04-18,4
2,Graduate,No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,1,none,2024-04-11,4
5,Graduate,Yes,6500000,18100000,10,360,15700000,10600000,20200000,6100000,1,none,2024-04-27,4
1,Not Graduate,Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000,1,none,2024-04-09,4
1,Not Graduate,Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000,0,none,2024-04-16,4
3,Graduate,No,2000000,4200000,6,831,1300000,1700000,6900000,1200000,0,none,2024-04-02,4
4,Not Graduate,No,6700000,18800000,2,749,15600000,7900000,19900000,8600000,0,none,2024-04-26,4
1,Not Graduate,No,6200000,21100000,10,467,15600000,10500000,23500000,5300000,1,none,2024-04-25,4
3,Graduate,Yes,500000,1900000,18,618,-100000,600000,1000000,400000,0,none,2024-04-02,4
5,Graduate,No,8000000,23100000,20,461,5900000,2400000,29300000,7200000,1,none,2024-04-12,4
0,Not Graduate,Yes,4100000,12200000,8,417,2700000,2200000,8800000,3300000,1,none,2024-04-08,4
4,Not Graduate,No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,0,none,2024-04-09,4
2,Not Graduate,No,3700000,13500000,4,820,4700000,1600000,14000000,5300000,0,none,2024-04-12,4
0,Not Graduate,Yes,2500000,6700000,16,569,4500000,3400000,6200000,1300000,0,none,2024-04-26,4
3,Graduate,No,3100000,11200000,16,865,3600000,4600000,6600000,4200000,0,none,2024-04-09,4
4,Graduate,Yes,6300000,14500000,10,349,3800000,12300000,16500000,5700000,1,none,2024-04-10,4
1,Graduate,No,7400000,19200000,20,415,2200000,4800000,29200000,7000000,1,none,2024-04-25,4
4,Not Graduate,No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,0,none,2024-04-02,4
0,Not Graduate,Yes,1800000,6500000,12,728,3500000,0,6100000,1900000,0,none,2024-04-16,4
5,Not Graduate,Yes,1500000,4000000,12,350,2900000,1900000,4400000,1200000,1,none,2024-04-20,4
0,Graduate,Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000,0,none,2024-04-07,4
0,Graduate,Yes,5900000,15100000,10,794,6000000,4300000,14900000,5400000,0,none,2024-04-28,4
2,Not Graduate,Yes,3900000,8300000,18,523,800000,300000,9900000,2300000,1,none,2024-04-02,4
5,Not Graduate,No,1900000,7500000,20,715,5100000,2800000,6500000,2800000,0,none,2024-04-01,4
1,Graduate,Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000,0,none,2024-04-19,4
1,Graduate,No,2100000,8100000,6,817,4600000,2900000,4900000,2900000,0,none,2024-04-28,4
4,Not Graduate,No,3600000,12400000,14,427,10400000,2400000,9100000,2600000,1,none,2024-04-04,4
0,Not Graduate,Yes,4200000,8900000,14,796,3000000,1600000,13300000,4800000,0,none,2024-04-24,4
1,Graduate,No,5600000,11700000,10,774,11000000,4300000,13100000,6500000,0,none,2024-04-22,4
4,Graduate,No,4800000,10800000,12,833,3000000,4000000,16400000,7100000,0,none,2024-04-27,4
