date,month,transaction_amount,customer_age,customer_type,risk_score,num_past_defaults,transaction_frequency,region,default_label,drift_injected
2024-04-06,4,45195.79,24,Retail,0.0842,0,22,East,0,none
2024-04-25,4,48522.58,58,Retail,0.3983,2,17,West,1,none
2024-04-06,4,43722.82,33,Retail,0.2375,1,17,East,0,none
2024-04-15,4,37231.19,44,SME,0.0458,0,18,East,0,none
2024-04-18,4,64837.77,38,Retail,0.1433,0,26,East,0,none
2024-04-17,4,40638.57,37,Retail,0.4617,0,15,South,1,none
2024-04-14,4,44247.1,38,Retail,0.2052,0,23,North,0,none
2024-04-04,4,56441.08,36,Retail,0.2113,0,28,North,0,none
2024-04-01,4,54781.12,47,Corporate,0.4287,0,28,West,1,none
2024-04-08,4,36598.43,23,Retail,0.5033,0,20,East,1,none
2024-04-11,4,61324.73,38,Corporate,0.3874,0,4,North,0,none
2024-04-13,4,58065.06,22,Retail,0.1346,1,4,North,0,none
2024-04-17,4,52669.62,51,Retail,0.1612,0,5,West,0,none
2024-04-21,4,43530.25,53,Retail,0.2677,1,15,South,0,none
2024-04-14,4,43899.04,51,Retail,0.5721,0,2,West,0,none
2024-04-25,4,46973.04,63,Retail,0.4061,0,11,West,1,none
2024-04-17,4,31522.52,25,Corporate,0.1565,1,23,East,0,none
2024-04-20,4,49410.97,63,Corporate,0.2071,0,3,South,0,none
2024-04-24,4,63381.53,53,Retail,0.5505,1,11,West,0,none
2024-04-24,4,63145.57,56,Retail,0.2359,0,3,North,0,none
2024-04-01,4,44287.22,22,Retail,0.2862,0,11,North,0,none
2024-04-08,4,65961.25,40,Corporate,0.3075,0,29,West,0,none
2024-04-27,4,78588.57,54,SME,0.6409,0,2,East,0,none
2024-04-28,4,45256.89,40,SME,0.4036,1,22,East,1,none
2024-04-19,4,60372.72,57,Corporate,0.2754,0,20,West,0,none
2024-04-11,4,16057.85,48,Retail,0.0857,0,20,South,0,none
2024-04-23,4,31127.8,34,Corporate,0.0826,0,15,East,0,none
2024-04-10,4,51366.82,48,Retail,0.1786,0,8,North,0,none
2024-04-27,4,34899.0,35,Corporate,0.0561,0,28,South,0,none
2024-04-01,4,80588.03,45,Retail,0.2113,1,2,West,0,none
2024-04-05,4,58968.2,56,Retail,0.2767,2,23,South,0,none
2024-04-16,4,64487.47,40,Retail,0.3088,0,18,East,0,none
2024-04-20,4,49564.6,46,Retail,0.1945,0,22,East,0,none
2024-04-20,4,34951.88,32,Corporate,0.1873,0,29,North,1,none
2024-04-28,4,42217.85,30,Corporate,0.1472,0,21,West,0,none
2024-04-05,4,53815.71,27,SME,0.4082,0,8,South,0,none
2024-04-16,4,40431.27,57,SME,0.0583,0,22,South,0,none
2024-04-03,4,60067.88,58,Retail,0.4131,0,12,South,0,none
2024-04-23,4,60671.22,50,Retail,0.0814,0,23,South,0,none
2024-04-02,4,50074.72,30,Corporate,0.3612,0,6,North,0,none
2024-04-17,4,22615.47,54,SME,0.3425,0,24,North,0,none
2024-04-22,4,75721.77,44,Retail,0.3441,0,2,North,0,none
2024-04-28,4,46809.91,36,Retail,0.2748,1,12,East,0,none
2024-04-01,4,90639.15,32,Retail,0.2744,1,23,North,0,none
2024-04-16,4,59788.04,44,SME,0.2136,0,21,North,0,none
2024-04-27,4,46850.67,47,SME,0.0199,0,12,West,0,none
2024-04-23,4,56717.33,22,Retail,0.4333,1,13,West,1,none
2024-04-24,4,19710.72,51,SME,0.255,1,9,West,0,none
2024-04-02,4,65392.14,38,Retail,0.37,0,15,West,0,none
2024-04-20,4,88504.12,62,Retail,0.1812,0,11,North,1,none
2024-04-07,4,18661.5,44,Corporate,0.1498,1,9,North,0,none
2024-04-11,4,45688.86,57,Retail,0.2127,0,24,East,0,none
2024-04-06,4,48419.93,62,Retail,0.1369,1,8,South,0,none
2024-04-02,4,63128.43,26,SME,0.4974,0,20,South,0,none
2024-04-14,4,81589.64,56,Corporate,0.2578,0,28,West,0,none
2024-04-04,4,55743.23,30,SME,0.4181,0,24,East,0,none
2024-04-19,4,82126.88,25,Retail,0.1867,0,18,North,0,none
2024-04-25,4,52556.49,28,Retail,0.443,1,11,South,0,none
2024-04-22,4,56771.36,22,Retail,0.2245,1,5,West,1,none
2024-04-28,4,54923.53,37,SME,0.4359,1,4,West,1,none
2024-04-02,4,68304.5,46,Retail,0.059,0,21,South,0,none
2024-04-02,4,43665.18,27,Retail,0.2692,0,5,South,0,none
2024-04-13,4,62274.3,59,Retail,0.1856,1,21,South,0,none
2024-04-13,4,31538.05,35,Corporate,0.2736,0,7,North,0,none
2024-04-03,4,45732.44,58,Retail,0.4479,0,17,South,0,none
2024-04-21,4,40448.85,32,Retail,0.2479,0,29,East,0,none
2024-04-28,4,51319.42,22,Retail,0.3387,0,18,East,1,none
2024-04-06,4,45258.8,63,Retail,0.1796,0,23,South,1,none
2024-04-21,4,66982.01,22,Retail,0.3024,0,1,North,1,none
2024-04-28,4,36819.98,57,Retail,0.2933,1,16,West,0,none
2024-04-17,4,24030.26,29,SME,0.2198,0,9,South,0,none
2024-04-01,4,29640.74,53,Retail,0.4584,0,12,South,1,none
2024-04-07,4,64912.52,54,Retail,0.1091,1,19,South,0,none
2024-04-26,4,35456.64,29,Retail,0.2781,1,11,East,0,none
2024-04-07,4,55967.67,35,SME,0.4696,1,6,East,1,none
2024-04-13,4,45578.19,45,Retail,0.4283,0,4,West,1,none
2024-04-26,4,62363.66,62,SME,0.1704,0,16,North,0,none
2024-04-22,4,46538.51,50,SME,0.0828,0,3,South,0,none
2024-04-09,4,91465.23,46,Retail,0.7312,0,8,South,1,none
2024-04-18,4,78471.76,27,Retail,0.5352,0,16,South,0,none
2024-04-01,4,45271.85,22,Corporate,0.2881,1,29,West,0,none
2024-04-11,4,43217.98,44,Corporate,0.515,0,2,South,1,none
2024-04-22,4,96984.89,62,Corporate,0.2066,0,13,East,0,none
2024-04-22,4,33817.24,54,SME,0.296,0,19,North,0,none
2024-04-25,4,49174.65,35,Retail,0.4223,0,24,East,0,none
2024-04-11,4,50336.73,49,Corporate,0.3503,0,16,South,0,none
2024-04-10,4,49964.93,50,Retail,0.1867,2,19,West,0,none
2024-04-17,4,23919.32,64,Corporate,0.7082,0,8,East,0,none
2024-04-27,4,57449.04,61,Corporate,0.1827,0,23,North,0,none
2024-04-17,4,35444.75,44,Retail,0.6191,0,2,West,1,none
2024-04-12,4,71539.84,59,Retail,0.4444,0,1,South,0,none
2024-04-28,4,28160.52,64,Retail,0.3409,0,17,South,1,none
2024-04-10,4,50891.99,31,Retail,0.3566,0,18,West,1,none
2024-04-12,4,16758.19,48,SME,0.4301,0,7,East,0,none
2024-04-06,4,17684.24,29,Corporate,0.2846,0,9,East,1,none
2024-04-21,4,37409.72,25,Corporate,0.2396,4,23,West,0,none
2024-04-27,4,39526.85,42,Retail,0.3386,0,3,East,0,none
2024-04-06,4,71985.9,42,Retail,0.5752,0,24,North,0,none
2024-04-06,4,49391.12,51,Retail,0.169,1,24,West,0,none
2024-04-20,4,69386.1,34,Retail,0.3762,0,25,North,0,none
2024-04-26,4,44303.2,24,Corporate,0.2008,0,11,West,0,none
2024-04-08,4,59091.28,41,SME,0.2239,0,28,North,0,none
2024-04-05,4,39117.87,57,Retail,0.7555,0,16,South,1,none
2024-04-06,4,38097.9,61,Corporate,0.5321,2,29,South,0,none
2024-04-02,4,22687.25,26,Retail,0.0813,0,9,East,0,none
2024-04-17,4,55036.31,43,Retail,0.3923,0,12,West,1,none
2024-04-08,4,53931.25,23,Retail,0.0816,2,14,South,0,none
2024-04-22,4,61659.69,46,Corporate,0.4451,0,25,West,0,none
2024-04-09,4,53223.77,61,Retail,0.0609,1,4,West,0,none
2024-04-21,4,80392.94,45,Retail,0.0481,1,26,North,0,none
2024-04-08,4,52640.41,26,Corporate,0.3657,0,4,South,0,none
2024-04-23,4,64877.4,37,Corporate,0.1503,0,11,East,1,none
2024-04-11,4,45138.36,36,Retail,0.5624,0,2,East,0,none
2024-04-10,4,36372.95,34,Corporate,0.2028,0,24,East,0,none
2024-04-17,4,60765.43,32,Corporate,0.3782,0,18,West,1,none
2024-04-23,4,48662.78,37,Retail,0.3404,1,3,East,0,none
2024-04-20,4,62480.65,39,Corporate,0.1277,0,25,West,1,none
2024-04-13,4,55294.05,46,Retail,0.4886,0,2,South,0,none
2024-04-22,4,38104.8,59,Corporate,0.2253,0,1,West,1,none
2024-04-09,4,66115.07,61,SME,0.3354,0,5,East,0,none
2024-04-15,4,36932.15,25,Retail,0.2705,0,7,South,0,none
2024-04-13,4,59379.89,42,Retail,0.5545,2,20,East,1,none
2024-04-13,4,69224.17,32,Retail,0.6112,1,4,West,1,none
2024-04-13,4,44231.08,55,Retail,0.1087,1,27,West,1,none
2024-04-25,4,67339.92,51,Retail,0.1659,0,3,East,0,none
2024-04-25,4,55964.25,25,Corporate,0.1265,0,6,South,0,none
2024-04-21,4,62779.16,35,Retail,0.066,0,12,West,0,none
2024-04-04,4,37448.66,32,Retail,0.1614,0,29,North,1,none
2024-04-22,4,53214.5,25,Corporate,0.0859,0,16,North,0,none
2024-04-10,4,28878.78,47,Corporate,0.39,0,8,North,0,none
2024-04-15,4,75669.51,24,Retail,0.0287,0,11,North,0,none
2024-04-21,4,19790.03,58,Corporate,0.1403,0,13,East,1,none
2024-04-28,4,44678.72,59,SME,0.2896,0,14,West,0,none
2024-04-10,4,36024.37,62,Retail,0.336,1,27,South,0,none
2024-04-21,4,60120.51,25,Retail,0.2623,1,18,North,0,none
2024-04-08,4,78859.19,47,Corporate,0.1782,0,22,East,0,none
2024-04-10,4,59823.73,60,Corporate,0.2615,0,8,South,1,none
2024-04-21,4,94419.26,63,Retail,0.2314,0,1,East,0,none
2024-04-17,4,29330.9,63,Retail,0.4344,0,4,West,1,none
2024-04-05,4,30482.24,32,Corporate,0.1983,1,17,North,0,none
2024-04-13,4,36603.29,32,SME,0.274,2,20,South,0,none
2024-04-21,4,51818.67,59,Corporate,0.2879,0,27,South,0,none
2024-04-21,4,34596.16,59,SME,0.1086,3,25,East,1,none
2024-04-28,4,38725.06,41,Corporate,0.2668,0,22,East,0,none
2024-04-19,4,59307.25,47,SME,0.4149,1,6,West,0,none
2024-04-12,4,31412.42,59,Corporate,0.2079,0,5,South,0,none
2024-04-12,4,33002.06,33,SME,0.2109,0,14,North,0,none
2024-04-25,4,44021.92,50,Retail,0.0455,0,19,North,0,none
2024-04-21,4,45433.35,35,SME,0.1587,0,14,South,1,none
2024-04-28,4,65150.24,46,Retail,0.4933,1,2,South,1,none
2024-04-02,4,36490.4,63,Retail,0.132,0,9,West,0,none
2024-04-21,4,39195.8,63,Corporate,0.2777,0,25,North,0,none
2024-04-09,4,58725.05,60,Retail,0.1978,1,7,North,0,none
2024-04-24,4,62020.91,47,Retail,0.1058,0,18,East,0,none
2024-04-22,4,71430.87,31,SME,0.0381,0,20,East,0,none
2024-04-25,4,57036.81,35,Corporate,0.3115,1,11,North,0,none
2024-04-23,4,51955.46,26,SME,0.2286,1,8,South,0,none
2024-04-02,4,58625.58,43,SME,0.1805,0,26,South,0,none
2024-04-01,4,45988.81,32,Retail,0.2196,0,22,East,0,none
2024-04-14,4,45878.49,50,Retail,0.0132,0,21,South,0,none
2024-04-13,4,23388.35,28,Retail,0.2841,0,27,West,0,none
2024-04-03,4,63401.24,39,Corporate,0.1483,0,10,South,0,none
2024-04-27,4,53171.88,52,Corporate,0.5589,0,18,South,0,none
2024-04-20,4,61655.59,64,Retail,0.2841,0,17,South,1,none
2024-04-25,4,7762.84,41,Retail,0.1754,1,17,East,1,none
2024-04-05,4,49293.47,56,Retail,0.1306,0,1,South,1,none
2024-04-02,4,37161.78,28,Retail,0.419,1,27,North,0,none
2024-04-26,4,72520.44,51,Retail,0.6919,0,22,East,0,none
2024-04-21,4,59213.25,25,SME,0.5065,0,4,South,0,none
2024-04-18,4,53513.53,51,Retail,0.228,0,11,South,0,none
2024-04-09,4,43521.01,51,Retail,0.2332,0,9,West,0,none
2024-04-22,4,55958.12,51,Retail,0.3015,2,9,South,0,none
2024-04-28,4,36077.22,39,Corporate,0.1467,0,3,East,0,none
2024-04-28,4,48504.12,64,Retail,0.3427,0,6,South,0,none
2024-04-12,4,41324.55,31,Retail,0.0642,1,6,East,0,none
2024-04-05,4,83997.34,35,Corporate,0.6693,0,10,North,0,none
2024-04-18,4,72049.22,57,SME,0.2238,2,10,South,1,none
2024-04-23,4,65945.71,44,SME,0.3694,0,17,East,0,none
2024-04-23,4,27645.33,33,Retail,0.1242,0,15,North,0,none
2024-04-02,4,62962.36,33,Corporate,0.4819,1,25,East,0,none
2024-04-10,4,52815.0,55,Retail,0.1485,1,4,South,1,none
2024-04-22,4,68351.9,47,Retail,0.0702,0,22,East,0,none
2024-04-10,4,54835.93,27,Retail,0.3872,0,10,South,0,none
2024-04-26,4,49899.24,58,Retail,0.7511,0,28,East,0,none
2024-04-03,4,53506.76,36,Corporate,0.3015,0,8,North,1,none
2024-04-24,4,22915.5,63,SME,0.0529,0,1,South,0,none
2024-04-14,4,38488.95,60,Retail,0.2428,1,24,North,0,none
2024-04-05,4,55600.03,40,Retail,0.3677,0,22,South,1,none
2024-04-24,4,67090.83,61,Retail,0.1772,0,17,East,0,none
2024-04-23,4,41742.6,44,Corporate,0.498,0,12,North,0,none
2024-04-13,4,49387.9,57,SME,0.6693,1,12,South,0,none
2024-04-27,4,25985.11,34,SME,0.2731,0,25,North,0,none
2024-04-24,4,71889.66,52,Corporate,0.203,0,13,West,0,none
2024-04-28,4,66706.13,58,Retail,0.252,0,25,North,1,none
2024-04-17,4,59781.54,47,Corporate,0.3427,0,26,South,0,none
2024-04-06,4,56102.09,64,Retail,0.1963,1,14,East,0,none
2024-04-27,4,73288.24,39,SME,0.3044,0,8,West,0,none
2024-04-13,4,37924.84,54,Retail,0.0103,0,14,West,0,none
2024-04-12,4,36302.58,61,Corporate,0.174,0,7,West,0,none
2024-04-03,4,65922.8,53,Retail,0.3003,0,17,North,1,none
2024-04-16,4,64914.7,25,Retail,0.158,0,11,South,0,none
2024-04-05,4,32097.57,62,Corporate,0.2549,0,1,North,0,none
2024-04-02,4,42029.6,40,Corporate,0.3098,2,8,West,0,none
2024-04-11,4,75336.4,28,Corporate,0.1033,0,13,West,0,none
2024-04-04,4,56175.01,56,Corporate,0.1595,1,26,West,0,none
2024-04-22,4,61807.42,47,Retail,0.6091,1,24,North,0,none
2024-04-01,4,32614.3,44,SME,0.1492,0,17,West,0,none
2024-04-13,4,59849.67,55,SME,0.1232,0,24,East,0,none
2024-04-18,4,28706.88,28,Retail,0.4684,0,24,South,0,none
2024-04-16,4,20302.68,32,SME,0.3689,0,12,West,0,none
2024-04-02,4,60902.36,29,SME,0.4276,0,26,South,0,none
2024-04-09,4,71516.68,34,Corporate,0.4325,0,16,North,0,none
2024-04-27,4,46193.21,53,Retail,0.4087,0,10,West,0,none
2024-04-12,4,41801.74,62,Corporate,0.5671,0,29,East,0,none
2024-04-05,4,75662.73,55,Retail,0.3696,0,16,West,0,none
2024-04-05,4,47078.25,39,Corporate,0.449,0,28,East,0,none
2024-04-22,4,49013.47,36,Corporate,0.4643,0,3,East,1,none
2024-04-13,4,75409.36,64,SME,0.0406,0,1,South,0,none
2024-04-16,4,44696.23,45,Corporate,0.2775,0,19,South,0,none
2024-04-26,4,40189.59,42,Retail,0.2281,0,24,North,0,none
2024-04-19,4,62232.62,39,Corporate,0.0898,2,8,East,0,none
2024-04-09,4,39322.16,35,Retail,0.3768,0,16,East,0,none
2024-04-16,4,47830.98,40,Retail,0.2524,0,28,South,0,none
2024-04-19,4,30212.62,34,Retail,0.2633,0,15,North,0,none
2024-04-04,4,52780.96,37,Retail,0.2787,0,7,South,1,none
2024-04-28,4,51021.46,23,SME,0.3076,0,2,South,1,none
2024-04-15,4,64520.3,55,Corporate,0.2629,0,13,North,0,none
2024-04-09,4,62858.85,47,Corporate,0.1612,0,5,East,0,none
2024-04-16,4,58272.77,43,Retail,0.0896,0,10,East,0,none
2024-04-26,4,55913.84,41,Corporate,0.3614,0,8,North,0,none
2024-04-24,4,48901.19,50,Corporate,0.1837,0,13,East,0,none
2024-04-06,4,59143.34,39,Retail,0.0892,0,19,North,0,none
2024-04-08,4,33315.02,50,SME,0.0232,0,6,North,0,none
2024-04-01,4,14765.51,63,Retail,0.2448,0,18,South,0,none
2024-04-14,4,67428.77,48,Corporate,0.5019,0,8,East,0,none
2024-04-04,4,60112.41,56,Retail,0.2224,0,9,East,0,none
2024-04-10,4,48095.2,50,Retail,0.3734,1,17,North,1,none
2024-04-27,4,66118.38,27,SME,0.0671,0,4,South,0,none
2024-04-16,4,39027.54,58,Corporate,0.1766,0,22,South,0,none
2024-04-04,4,39417.61,46,Corporate,0.2424,0,18,East,0,none
2024-04-02,4,37337.93,42,SME,0.1944,2,6,West,0,none
2024-04-02,4,58514.33,52,Retail,0.2518,0,11,North,0,none
2024-04-13,4,26255.63,61,Corporate,0.3959,0,23,East,0,none
2024-04-11,4,38495.58,37,Retail,0.2812,2,22,East,0,none
2024-04-10,4,54345.73,35,Corporate,0.1053,0,10,West,0,none
2024-04-25,4,31937.73,27,Retail,0.1327,1,26,West,0,none
2024-04-06,4,40095.34,32,Retail,0.1327,0,11,South,0,none
2024-04-07,4,16826.49,48,SME,0.4575,0,8,South,0,none
2024-04-27,4,59087.1,59,Retail,0.3053,0,21,South,0,none
2024-04-27,4,39682.47,26,Retail,0.2005,1,3,South,0,none
2024-04-15,4,33510.78,36,Retail,0.1338,0,2,North,0,none
2024-04-20,4,30574.66,59,Retail,0.264,0,18,West,0,none
2024-04-19,4,43726.8,37,Retail,0.1959,0,2,East,1,none
2024-04-03,4,26297.67,39,Retail,0.2385,0,26,South,0,none
2024-04-21,4,79135.7,54,Corporate,0.3467,0,12,East,0,none
2024-04-27,4,14228.83,56,Corporate,0.4048,0,5,North,0,none
2024-04-14,4,43240.71,45,Corporate,0.3255,1,26,South,0,none
2024-04-22,4,51603.6,56,SME,0.4246,0,4,North,1,none
2024-04-02,4,38369.31,28,Corporate,0.0697,0,16,South,1,none
2024-04-23,4,53181.98,35,Retail,0.3092,0,14,East,0,none
2024-04-16,4,38005.98,51,Retail,0.4419,0,2,North,1,none
2024-04-23,4,72951.42,45,Corporate,0.2093,0,21,South,0,none
2024-04-17,4,33216.84,36,Corporate,0.0407,0,7,East,0,none
2024-04-15,4,14731.64,34,Retail,0.2013,0,21,East,0,none
2024-04-13,4,30522.5,40,Retail,0.3933,0,11,East,0,none
2024-04-12,4,55797.42,50,Corporate,0.4653,0,24,South,1,none
2024-04-07,4,48231.13,43,Corporate,0.1551,0,12,East,0,none
2024-04-20,4,61281.99,23,Corporate,0.1807,0,22,East,0,none
2024-04-20,4,57526.17,60,Retail,0.4003,0,29,South,1,none
2024-04-03,4,40455.79,34,Corporate,0.168,0,25,North,0,none
2024-04-09,4,42663.75,57,Corporate,0.3381,0,26,East,0,none
2024-04-03,4,44220.07,59,SME,0.1589,0,5,South,0,none
2024-04-16,4,78265.19,39,Corporate,0.129,0,24,North,0,none
2024-04-20,4,60362.33,36,Corporate,0.1539,0,16,East,0,none
2024-04-03,4,78375.3,56,Corporate,0.0941,0,22,South,0,none
2024-04-08,4,62611.69,38,Retail,0.3631,0,7,West,0,none
2024-04-08,4,49046.25,34,Retail,0.0299,0,28,South,0,none
2024-04-26,4,34709.58,43,SME,0.1553,1,8,East,0,none
2024-04-24,4,53022.8,61,Corporate,0.3174,1,4,North,1,none
2024-04-15,4,49086.96,42,Corporate,0.3789,0,4,North,0,none
2024-04-05,4,48595.29,47,SME,0.4379,2,27,North,0,none
2024-04-13,4,46863.51,25,SME,0.1244,0,6,East,0,none
2024-04-15,4,19213.06,28,Corporate,0.4743,0,2,East,0,none
2024-04-07,4,68912.6,31,Retail,0.3884,1,9,North,0,none
2024-04-12,4,49243.2,36,Retail,0.4006,0,28,North,0,none
2024-04-03,4,28786.2,47,SME,0.6846,0,8,North,1,none
2024-04-08,4,57226.44,37,Retail,0.2819,0,18,North,1,none
2024-04-10,4,37162.46,61,SME,0.3302,0,28,South,0,none
2024-04-02,4,58432.11,55,Retail,0.3608,0,12,East,0,none
2024-04-08,4,63224.85,38,Corporate,0.1651,0,16,West,0,none
2024-04-22,4,65294.55,59,Corporate,0.677,0,1,North,0,none
2024-04-18,4,47586.25,37,Retail,0.2201,1,26,South,1,none
2024-04-12,4,43793.33,55,SME,0.3443,0,20,West,0,none
2024-04-22,4,40616.92,50,Corporate,0.1525,0,27,West,0,none
2024-04-27,4,39161.66,39,Retail,0.044,0,4,North,0,none
2024-04-26,4,49741.55,32,Retail,0.378,1,14,North,1,none
2024-04-18,4,46859.85,33,Corporate,0.3314,0,18,South,1,none
2024-04-19,4,37620.44,58,Retail,0.0733,0,5,North,1,none
2024-04-27,4,32843.23,23,SME,0.2242,0,28,West,0,none
2024-04-05,4,48368.66,39,Retail,0.0779,0,3,North,0,none
2024-04-16,4,43487.04,59,Retail,0.1677,1,19,South,0,none
2024-04-17,4,32879.5,54,Retail,0.2585,0,12,South,0,none
2024-04-09,4,62458.57,30,Retail,0.0914,0,26,South,0,none
2024-04-10,4,76581.39,36,Retail,0.1106,0,28,South,0,none
2024-04-19,4,64438.82,49,SME,0.3597,1,19,South,0,none
2024-04-12,4,39197.18,29,Retail,0.2391,1,20,North,0,none
2024-04-01,4,49246.55,57,Retail,0.5568,1,11,East,1,none
2024-04-22,4,73106.43,60,Retail,0.418,0,21,South,0,none
2024-04-17,4,32394.51,29,Corporate,0.1924,1,20,East,0,none
2024-04-03,4,61738.93,63,Corporate,0.7295,0,9,North,0,none
2024-04-07,4,28278.75,40,Corporate,0.5521,3,20,South,1,none
2024-04-20,4,75260.56,25,Retail,0.2931,0,27,East,0,none
2024-04-09,4,43545.28,48,Corporate,0.1302,0,23,East,0,none
2024-04-23,4,83435.66,34,Corporate,0.3947,0,26,West,1,none
2024-04-05,4,75920.96,59,Corporate,0.4019,0,27,East,0,none
2024-04-09,4,48403.54,42,Retail,0.21,0,5,West,1,none
2024-04-19,4,39208.92,47,Corporate,0.2911,0,10,West,0,none
2024-04-11,4,52921.63,44,Retail,0.2377,0,9,East,0,none
2024-04-14,4,47297.62,51,Retail,0.4846,0,25,West,0,none
2024-04-14,4,43976.5,52,Retail,0.4341,0,13,East,0,none
2024-04-08,4,25128.3,52,Retail,0.257,1,29,West,0,none
2024-04-24,4,42281.7,37,Retail,0.409,0,29,South,0,none
2024-04-20,4,33342.81,63,Corporate,0.2023,0,8,South,0,none
2024-04-01,4,58274.72,62,SME,0.159,0,22,South,0,none
2024-04-04,4,64866.07,28,Corporate,0.246,0,13,East,0,none
2024-04-16,4,61110.26,38,Retail,0.5722,0,28,East,1,none
2024-04-25,4,55135.63,45,Corporate,0.1053,0,27,North,0,none
2024-04-26,4,37206.39,41,Corporate,0.3048,1,22,East,0,none
2024-04-01,4,53081.01,60,Retail,0.1919,0,28,North,0,none
2024-04-19,4,61891.48,48,Corporate,0.3895,0,18,North,0,none
2024-04-24,4,41206.47,23,Corporate,0.0295,1,23,South,1,none
2024-04-03,4,51784.8,22,Retail,0.1478,1,9,East,1,none
2024-04-02,4,47818.08,55,Retail,0.2714,0,9,East,1,none
2024-04-17,4,74935.5,48,Retail,0.0389,0,2,North,0,none
2024-04-25,4,62773.22,58,SME,0.6853,0,25,North,0,none
2024-04-11,4,59137.39,27,Retail,0.5005,0,7,East,0,none
2024-04-26,4,24249.59,59,Retail,0.1665,0,5,North,0,none
2024-04-03,4,52592.56,48,Retail,0.1228,1,21,East,1,none
2024-04-07,4,47674.8,37,SME,0.057,0,6,East,0,none
2024-04-10,4,47545.14,56,Retail,0.2383,0,13,West,0,none
2024-04-03,4,26548.8,48,Corporate,0.3672,0,24,North,0,none
2024-04-08,4,33683.47,56,Corporate,0.1641,0,18,South,0,none
2024-04-25,4,48979.74,57,Corporate,0.0515,0,3,East,0,none
2024-04-28,4,66715.34,59,SME,0.2726,0,10,North,0,none
2024-04-24,4,41142.13,49,Retail,0.1564,0,23,North,0,none
2024-04-05,4,44000.92,24,SME,0.2288,1,3,North,1,none
2024-04-27,4,76716.38,62,SME,0.2218,0,1,East,0,none
2024-04-10,4,45547.66,52,SME,0.2263,1,6,East,0,none
2024-04-12,4,48068.16,24,Corporate,0.4865,0,23,East,0,none
2024-04-18,4,48271.33,59,SME,0.4951,0,16,North,1,none
2024-04-06,4,29817.42,45,Retail,0.5447,2,25,South,1,none
2024-04-08,4,58576.97,47,Retail,0.2608,0,17,West,0,none
2024-04-18,4,40206.86,62,Retail,0.0604,0,27,South,0,none
2024-04-06,4,49548.94,49,Retail,0.3082,0,16,East,1,none
2024-04-23,4,56665.59,30,Corporate,0.4779,0,25,East,1,none
2024-04-09,4,79138.36,58,Retail,0.3598,0,10,East,1,none
2024-04-16,4,30233.45,48,Retail,0.3099,0,7,South,0,none
